env_step_num,reward_6,reward_2,reward_5,reward_1,total_agent_reward
0,0.0,0.0,-0.012060123159550143,0.0,-0.012060123159550143
1,0.0,0.0,-0.03481956580490806,0.0,-0.03481956580490806
2,0.0,0.0,-0.13031987175686374,-0.021273690207628544,-0.15159356196449228
3,0.0,0.0,-0.021835422421484098,-0.039468753537501476,-0.061304175958985574
4,0.0,0.0,-0.020000000000000004,-0.1671344082916998,-0.1871344082916998
5,0.0,-0.0032620070427656243,-0.019999999999999997,-0.14347714226878158,-0.1667391493115472
6,0.0,-0.028811943376669674,-0.023072175417328263,-0.1074615098553913,-0.15934562864938923
7,0.0,-0.12785644551650152,-0.039345370732713485,-0.09648787351106863,-0.2636896897602836
8,0.0,-0.03373911285713563,-0.18425622234257688,-0.28886430492115844,-0.5068596401208709
9,-0.042023482534103096,-0.06230630650696521,0.09997464728527167,-0.03579847864898981,-0.04015362040478645
10,-0.05391706798790559,-0.22052823942499403,-0.020000000000000004,-0.08649328285826632,-0.38093859027116594
11,-0.017956892066868037,-0.16441754842134626,-0.02,-0.08121885132300669,-0.28359329181122095
12,0.0,-0.27069403349501464,-0.019999999999999997,-0.21723769034674786,-0.5079317238417626
13,0.0,-0.35641360372202513,-0.020000000000000007,-0.08687624582445111,-0.46328984954647623
14,0.0,-0.2335722923880299,-0.019999999999999997,-0.08277673634867938,-0.3363490287367093
15,0.0,-0.12070864123426653,-0.019999999999999997,-0.1661993034598835,-0.30690794469415006
16,0.0,-0.21427826961510205,-0.019999999999999997,-0.10611740958950931,-0.34039567920461133
17,0.0,-0.12129041840351643,-0.020000000000000018,-0.07999999999999999,-0.22129041840351643
18,-0.024098704894771804,0.13142204702103932,0.15180360114271757,0.20032149527465812,0.45944843854364326
19,-0.1557237693678242,0.001758753995110253,-0.18245033793777074,0.05735511788379606,-0.2790602354266886
20,-0.21136672390297712,0.03924345264048317,-0.16605184357758235,-0.008616486167535181,-0.34679160100761147
21,-0.06036374006379229,-0.06643563497625293,-0.14217679115839413,0.0,-0.26897616619843934
22,-0.042177614168496795,-0.037150278233224525,-0.1166326314885176,-0.019311840208480147,-0.21527236409871908
23,-0.03733988446253345,-0.06509054933168368,-0.1708181999871411,-0.04792159662628545,-0.3211702304076437
24,-0.11144626190885903,-0.16059280179705426,-0.1886985888542776,-0.17205545679059406,-0.6327931093507849
25,-0.07438582339775404,-0.1525118771926623,-0.07932551854744864,-0.3971500830487603,-0.7033733021866253
26,-0.1676227069319382,-0.1543877999687792,-0.21674376013483412,-0.27573642100990836,-0.8144906880454599
27,-0.08531446947526973,0.030324706869261177,-0.06615227227170481,-0.19583402256308452,-0.3169760574407979
28,-0.18576569362576115,-0.42983531597914026,-0.09899925030910357,-0.1687385895185468,-0.8833388494325518
29,-0.17820787669237056,-0.31648539836196526,-0.055097461066907286,-0.041628983533475536,-0.5914197196547186
30,-0.1540132678213526,-0.3650193384736055,-0.05369194778567181,-0.1408660321310603,-0.7135905862116902
31,-0.1321136228921493,-0.31895915339500647,-0.022065497460072303,-0.23076634111550315,-0.7039046148627313
