env_step_num,reward_1,reward_2,reward_6,reward_5,total_agent_reward
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,-0.01,0.0,-0.01
8,0.0,0.0,0.010000000000000002,0.0,0.010000000000000002
9,-0.01,0.0,0.0,-0.03,-0.04
10,-0.07,0.0,0.0,0.03,-0.04000000000000001
11,0.03,-0.04,-0.03,0.0,-0.04
12,0.05,0.04,0.03,-0.01,0.11
13,-0.02,0.0,-0.01,-0.09999999999999999,-0.13
14,-0.05,0.0,-0.01,0.03,-0.030000000000000006
15,0.030000000000000006,-0.05,0.0,0.08,0.060000000000000005
16,-3.469446951953614e-18,0.0,-0.009999999999999995,0.0,-0.009999999999999998
17,-0.019999999999999997,0.05,0.009999999999999997,0.0,0.04
18,-0.13,0.0,-0.009999999999999995,0.0,-0.14
19,0.010000000000000009,0.0,0.03,0.0,0.04000000000000001
20,0.12000000000000001,0.0,0.0,0.0,0.12000000000000001
21,0.009999999999999995,0.0,-0.05,-0.05,-0.09000000000000001
22,-0.12000000000000001,0.0,0.0,0.05,-0.07
23,0.010000000000000009,0.0,0.04,0.0,0.05000000000000001
24,0.16,0.0,0.010000000000000002,0.0,0.17
25,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,-0.02,0.0,-0.02
27,0.0,-0.03,0.01,0.0,-0.019999999999999997
28,0.0,0.0,0.0,0.0,0.0
29,0.0,0.03,0.01,-0.06,-0.019999999999999997
30,-0.1,0.0,0.0,0.009999999999999995,-0.09000000000000001
31,-0.01999999999999999,0.0,0.0,0.05,0.030000000000000013
32,0.09,0.0,-0.03,0.0,0.06
33,0.019999999999999997,0.0,0.03,-0.07,-0.02000000000000001
34,0.01,0.0,-0.01,0.020000000000000004,0.020000000000000004
35,-0.01,0.0,0.01,0.05,0.05
36,-0.07999999999999999,0.0,0.0,0.0,-0.07999999999999999
37,0.03,0.0,-0.03,0.0,0.0
38,0.009999999999999992,-0.03,0.0,0.0,-0.020000000000000007
39,0.020000000000000004,-0.05,0.03,0.0,0.0
40,-0.010000000000000004,0.05,0.0,0.0,0.04
