env_step_num,reward_1,reward_2,reward_6,reward_5,total_agent_reward
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,-0.02,0.0,0.0,-0.02
4,-0.03,0.02,0.0,0.0,-0.009999999999999998
5,0.03,0.0,0.0,-0.05,-0.020000000000000004
6,-0.04,0.0,0.0,0.05,0.010000000000000002
7,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002
8,0.009999999999999997,0.0,-0.03,0.0,-0.020000000000000004
9,0.009999999999999998,0.0,0.03,0.0,0.039999999999999994
10,0.01,0.0,0.0,0.0,0.01
11,0.0,-0.03,0.0,0.0,-0.03
12,0.0,0.03,0.0,0.0,0.03
13,0.0,0.0,-0.02,0.0,-0.02
14,0.0,0.0,0.02,0.0,0.02
15,0.0,0.0,-0.01,0.0,-0.01
16,-0.04,0.0,-0.019999999999999997,0.0,-0.06
17,0.04,0.0,0.009999999999999997,-0.02,0.029999999999999995
18,-0.05,-0.01,0.0,-0.03,-0.09
19,0.03,-0.049999999999999996,-0.02,0.05,0.010000000000000009
20,-0.09,0.05,-0.010000000000000002,0.0,-0.049999999999999996
21,0.0,0.01,0.05,0.0,0.060000000000000005
22,0.11,0.0,-0.03,0.0,0.08
23,0.0,0.0,0.03,0.0,0.03
24,-0.1,0.0,-0.02,0.0,-0.12000000000000001
25,0.010000000000000009,0.0,0.02,0.0,0.03000000000000001
26,0.03,0.0,0.0,0.0,0.03
27,0.06,-0.01,0.0,0.0,0.049999999999999996
28,0.0,0.010000000000000002,0.0,0.0,0.010000000000000002
29,-0.01,0.0,-0.02,0.0,-0.03
30,-0.07999999999999999,0.0,0.02,0.0,-0.059999999999999984
31,-0.08000000000000002,0.0,-0.01,0.0,-0.09000000000000001
32,0.03,0.0,-0.009999999999999998,0.0,0.02
33,0.010000000000000009,0.0,0.02,0.0,0.03000000000000001
34,-0.2,0.0,0.0,0.0,-0.2
35,-0.07999999999999996,0.0,-0.02,0.0,-0.09999999999999996
36,0.13999999999999996,0.0,0.02,0.0,0.15999999999999995
37,-0.019999999999999962,0.0,-0.01,-0.01,-0.039999999999999966
38,-0.17000000000000004,0.0,0.010000000000000002,0.010000000000000002,-0.15000000000000002
39,0.06,-0.02,-0.01,0.0,0.029999999999999992
40,0.33,0.02,-0.019999999999999997,0.0,0.33
