env_step_num,reward_1,reward_2,reward_6,reward_5,total_agent_reward
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,-0.02,0.0,-0.02
6,-0.03,0.0,0.02,0.0,-0.009999999999999998
7,0.03,0.0,0.0,0.0,0.03
8,0.0,0.0,0.0,0.0,0.0
9,-0.01,0.0,0.0,0.0,-0.01
10,-0.019999999999999997,0.0,0.0,0.0,-0.019999999999999997
11,0.03,0.0,-0.02,0.0,0.009999999999999998
12,0.0,0.0,0.02,0.0,0.02
13,0.0,0.0,0.0,0.0,0.0
14,-0.02,-0.01,0.0,0.0,-0.03
15,0.02,-0.049999999999999996,-0.03,0.0,-0.06
16,-0.02,0.06,-0.020000000000000004,0.0,0.01999999999999999
17,0.02,0.0,0.05,0.0,0.07
18,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,-0.01,0.0,-0.01
20,-0.02,0.0,0.010000000000000002,0.0,-0.009999999999999998
21,0.02,0.0,0.0,0.0,0.02
22,0.0,0.0,0.0,0.0,0.0
23,0.0,-0.04,0.0,0.0,-0.04
24,0.0,0.04,0.0,0.0,0.04
25,0.0,0.0,0.0,-0.03,-0.03
26,-0.09,0.0,0.0,0.03,-0.06
27,0.0,0.0,-0.02,0.0,-0.02
28,0.09,0.0,-0.02,0.0,0.06999999999999999
29,-0.01,0.0,0.03,-0.05,-0.030000000000000006
30,-0.049999999999999996,0.0,-0.019999999999999997,-0.020000000000000004,-0.09
31,0.06,-0.04,-0.06,0.07,0.030000000000000006
32,-0.01,-0.030000000000000006,0.0,0.0,-0.04000000000000001
33,-0.009999999999999998,0.07,0.08,-0.05,0.09000000000000001
34,0.02,0.0,-0.04,0.05,0.030000000000000002
35,0.0,-0.03,0.05,0.0,0.020000000000000004
36,0.0,0.0,-0.03,0.0,-0.03
37,0.0,0.03,-0.07,-0.05,-0.09000000000000001
38,0.0,0.0,0.05,0.0,0.05
39,0.0,0.0,0.05,0.05,0.1
40,0.0,0.0,-0.04,0.0,-0.04
41,-0.01,0.0,0.03,0.0,0.019999999999999997
42,-0.049999999999999996,0.0,-0.019999999999999997,0.0,-0.06999999999999999
43,0.049999999999999996,-0.08,0.019999999999999997,0.0,-0.010000000000000009
