env_step_num,reward_6,reward_2,reward_5,reward_1,total_agent_reward
0,0.0,0.0,0.0,-0.019777592439437282,-0.019777592439437282
1,0.0,-0.012914270727662363,0.0,-0.08427657265886761,-0.09719084338652997
2,0.0,-0.041762246019527716,0.0,-0.19674298807220236,-0.23850523409173008
3,0.0,-0.19452004630798678,0.0,-0.12650406299993272,-0.32102410930791947
4,0.0,-0.07512249305443858,0.0,-0.14378214742627513,-0.2189046404807137
5,0.0,-0.06749699816697234,-0.10591852050656383,-0.05663564520395698,-0.23005116387749314
6,0.0,-0.04462359021068549,-0.07867672891641087,-0.07551805909118949,-0.19881837821828585
7,0.0,-0.0824694857993434,-0.16642328492987066,-0.05227173200086696,-0.301164502730081
8,-0.10643155037022158,-0.07116732308638873,-0.1419941805436266,-0.06925785616808569,-0.3888509101683226
9,-0.1958207935214275,-0.17555710120659354,-0.07204925142277765,-0.08819833924637815,-0.5316254853971769
10,-0.12366995610118098,-0.15652881739606186,-0.04529647437378845,-0.08904247188053781,-0.41453771975156917
11,-0.2989285873580476,-0.09959004694110812,-0.05343888073226629,-0.03473404175443303,-0.486691556785855
12,-0.1018846882548217,-0.1748079720700287,-0.012141682635759956,-0.061307425664039294,-0.35014176862464963
13,-0.13338337146546697,-0.08734519614660254,0.0,-0.13251428579005292,-0.3532428534021224
14,-0.06425483571526407,-0.16999234178726857,0.0,-0.27626139032849856,-0.5105085678310313
15,-0.1720724946602068,-0.13932407775476224,0.0,-0.504721435379229,-0.8161180077941981
16,0.0,-0.08061710783936572,-0.15181687447545528,-0.2868553757735865,-0.5192893580884075
17,0.0,-0.019148577306673072,-0.14004934375466074,-0.2999890405247097,-0.45918696158604355
18,-0.10460458685027954,0.013467041054740548,-0.46291316194124976,-0.21591822701676533,-0.7699689347535541
19,-0.059096961057480094,-0.13409818794957643,-0.1277319453847454,-0.20375998197225118,-0.5246870763640531
20,-0.036830849220448804,-0.1073495210714257,-0.1744207587323398,-0.18920582148694054,-0.5078069505111549
21,-0.024836042181588646,-0.14252349564972244,-0.03930527478839561,-0.0789776171602899,-0.2856424297799966
22,-0.12776777291131453,-0.15371080492327038,-0.02779219339846699,-0.05642876630468681,-0.3656995375377387
23,-0.14645993487799894,-0.2907195076670057,-0.014861536829149582,-0.09832442720320042,-0.5503654065773547
